"seqname","start","end","strand","num_mutation","region","gene_symbol"
"CHR17",55184271,55184294,"+",3,"CDS","AKAP1"
"CHR17",55189239,55189248,"+",1,"CDS","AKAP1"
"CHR17",55184207,55184239,"+",15,"CDS","AKAP1"
"CHR17",55196357,55196367,"+",1,"CDS","AKAP1"
"CHR17",55184385,55184418,"+",1,"CDS","AKAP1"
"CHR17",55184422,55184483,"+",1,"CDS","AKAP1"
"CHR1",150238443,150238464,"-",2,"3UTR","APH1A"
"CHR1",150238132,150238152,"-",2,"3UTR","APH1A"
"CHR1",150238794,150238813,"-",1,"3UTR","APH1A"
"CHR1",150238848,150238882,"-",1,"3UTR","APH1A"
"CHR1",150238476,150238496,"-",1,"3UTR","APH1A"
"CHR1",150238533,150238558,"-",1,"3UTR","APH1A"
"CHR19",3959026,3959043,"-",1,"3UTR","DAPK3"
"CHR19",3959152,3959164,"-",1,"CDS","DAPK3"
"CHR19",3958837,3958879,"-",5,"3UTR","DAPK3"
"CHR19",3958629,3958661,"-",2,"3UTR","DAPK3"
"CHR19",3958596,3958611,"-",1,"3UTR","DAPK3"
"CHR19",3958978,3958996,"-",1,"3UTR","DAPK3"
"CHR14",102452025,102452036,"+",2,"CDS","DYNC1H1"
"CHR14",102452710,102452749,"+",2,"CDS","DYNC1H1"
"CHR14",102482322,102482347,"+",1,"CDS","DYNC1H1"
"CHR14",102452789,102452821,"+",2,"CDS","DYNC1H1"
"CHR14",102493511,102493520,"+",1,"CDS","DYNC1H1"
"CHR14",102452884,102452902,"+",1,"CDS","DYNC1H1"
"CHR22",41574003,41574021,"+",1,"CDS","EP300"
"CHR22",41513535,41513550,"+",1,"CDS","EP300"
"CHR22",41573361,41573385,"+",1,"CDS","EP300"
"CHR22",41574910,41574921,"+",1,"CDS","EP300"
"CHR22",41574745,41574825,"+",5,"CDS","EP300"
"CHR22",41558765,41558779,"+",1,"CDS","EP300"
"CHR6",1611740,1611767,"+",1,"CDS","FOXC1"
"CHR6",1611978,1612003,"+",2,"CDS","FOXC1"
"CHR6",1612112,1612168,"+",1,"CDS","FOXC1"
"CHR6",1611627,1611645,"+",1,"CDS","FOXC1"
"CHR6",1611532,1611593,"+",1,"CDS","FOXC1"
"CHR6",1610949,1610981,"+",1,"CDS","FOXC1"
"CHR11",66130387,66130431,"-",1,"3UTR","SLC29A2"
"CHR11",66130947,66130963,"-",1,"CDS","SLC29A2"
"CHR11",66130130,66130147,"-",2,"3UTR","SLC29A2"
"CHR11",66136092,66136113,"-",1,"CDS","SLC29A2"
"CHR11",66130311,66130349,"-",1,"3UTR","SLC29A2"
"CHR11",66130924,66130941,"-",1,"CDS","SLC29A2"
"CHR1",86048697,86048715,"+",1,"CDS","CYR61"
"CHR1",86048504,86048520,"+",1,"CDS","CYR61"
"CHR1",86047767,86047783,"+",1,"CDS","CYR61"
"CHR1",86047733,86047761,"+",1,"CDS","CYR61"
"CHR1",86047831,86047858,"+",1,"CDS","CYR61"
"CHR1",86048252,86048268,"+",1,"CDS","CYR61"
"CHR11",47261142,47261177,"-",2,"3UTR","ACP2"
"CHR11",47261190,47261207,"-",1,"3UTR","ACP2"
"CHR11",47261578,47261625,"-",2,"3UTR","ACP2"
"CHR11",47261649,47261692,"-",1,"3UTR","ACP2"
"CHR11",47261765,47261783,"-",1,"CDS","ACP2"
"CHR11",47264357,47264378,"-",1,"CDS","ACP2"
"CHR16",58741616,58741654,"-",3,"3UTR","GOT2"
"CHR16",58741201,58741218,"-",1,"3UTR","GOT2"
"CHR16",58752139,58752177,"-",1,"CDS","GOT2"
"CHR16",58741355,58741383,"-",6,"3UTR","GOT2"
"CHR16",58741822,58741889,"-",1,"3UTR","GOT2"
"CHR16",58741156,58741178,"-",2,"3UTR","GOT2"
"CHR6",34213671,34213684,"+",1,"3UTR","HMGA1"
"CHR6",34213016,34213037,"+",1,"3UTR","HMGA1"
"CHR6",34208530,34208539,"+",1,"5UTR","HMGA1"
"CHR6",34213042,34213060,"+",1,"3UTR","HMGA1"
"CHR6",34213374,34213400,"+",1,"3UTR","HMGA1"
"CHR6",34213287,34213302,"+",5,"3UTR","HMGA1"
"CHR1",23885934,23885958,"-",1,"5UTR","ID3"
"CHR1",23884698,23884744,"-",3,"3UTR","ID3"
"CHR1",23885689,23885700,"-",1,"CDS","ID3"
"CHR1",23884748,23884768,"-",2,"3UTR","ID3"
"CHR1",23884537,23884549,"-",2,"3UTR","ID3"
"CHR1",23884666,23884688,"-",1,"3UTR","ID3"
"CHR17",48166773,48166788,"+",3,"3UTR","ITGA3"
"CHR17",48167245,48167273,"+",4,"3UTR","ITGA3"
"CHR17",48167012,48167029,"+",1,"3UTR","ITGA3"
"CHR17",48166616,48166628,"+",5,"3UTR","ITGA3"
"CHR17",48167052,48167073,"+",1,"3UTR","ITGA3"
"CHR17",48166818,48166840,"+",1,"3UTR","ITGA3"
"CHR3",124483356,124483378,"-",1,"CDS","ITGB5"
"CHR3",124567288,124567309,"-",2,"CDS","ITGB5"
"CHR3",124482286,124482297,"-",1,"3UTR","ITGB5"
"CHR3",124482181,124482201,"-",2,"3UTR","ITGB5"
"CHR3",124578135,124578148,"-",1,"CDS","ITGB5"
"CHR3",124482441,124482475,"-",1,"3UTR","ITGB5"
"CHR14",105622140,105622155,"-",2,"CDS","JAG2"
"CHR14",105609169,105609200,"-",3,"CDS","JAG2"
"CHR14",105608530,105608550,"-",2,"3UTR","JAG2"
"CHR14",105612108,105612126,"-",1,"CDS","JAG2"
"CHR14",105608505,105608525,"-",2,"3UTR","JAG2"
"CHR14",105608569,105608596,"-",2,"3UTR","JAG2"
"CHR1",44069818,44069843,"+",1,"CDS","PTPRF"
"CHR1",44058179,44058199,"+",1,"CDS","PTPRF"
"CHR1",44069613,44069637,"+",1,"CDS","PTPRF"
"CHR1",44056707,44056726,"+",1,"CDS","PTPRF"
"CHR1",44054625,44054640,"+",1,"CDS","PTPRF"
"CHR1",44069725,44069755,"+",2,"CDS","PTPRF"
"CHR3",152881113,152881125,"+",3,"3UTR","RAP2B"
"CHR3",152881630,152881652,"+",1,"3UTR","RAP2B"
"CHR3",152880736,152880779,"+",3,"CDS","RAP2B"
"CHR3",152881013,152881029,"+",2,"CDS","RAP2B"
"CHR3",152882135,152882167,"+",1,"3UTR","RAP2B"
"CHR3",152880823,152880845,"+",1,"CDS","RAP2B"
"CHR19",2755356,2755380,"-",3,"3UTR","SGTA"
"CHR19",2755484,2755498,"-",1,"3UTR","SGTA"
"CHR19",2755902,2755919,"-",1,"3UTR","SGTA"
"CHR19",2755823,2755860,"-",1,"3UTR","SGTA"
"CHR19",2755515,2755552,"-",2,"3UTR","SGTA"
"CHR19",2755390,2755399,"-",2,"3UTR","SGTA"
"CHR8",134471967,134471987,"-",1,"3UTR","ST3GAL1"
"CHR8",134470766,134470785,"-",3,"3UTR","ST3GAL1"
"CHR8",134488188,134488207,"-",1,"CDS","ST3GAL1"
"CHR8",134470787,134470797,"-",2,"3UTR","ST3GAL1"
"CHR8",134471992,134472020,"-",1,"3UTR","ST3GAL1"
"CHR8",134471821,134471839,"-",1,"3UTR","ST3GAL1"
"CHR16",89623740,89623761,"+",1,"3UTR","SPG7"
"CHR16",89584745,89584755,"+",1,"Intron","SPG7"
"CHR16",89624105,89624128,"+",1,"3UTR","SPG7"
"CHR16",89623828,89623864,"+",1,"3UTR","SPG7"
"CHR16",89623924,89623945,"+",1,"3UTR","SPG7"
"CHR16",89623877,89623894,"+",1,"3UTR","SPG7"
"CHR1",11115866,11115900,"-",1,"CDS","SRM"
"CHR1",11114741,11114753,"-",2,"3UTR","SRM"
"CHR1",11114879,11114901,"-",3,"3UTR","SRM"
"CHR1",11114778,11114804,"-",6,"3UTR","SRM"
"CHR1",11115910,11115927,"-",1,"CDS","SRM"
"CHR1",11119838,11119860,"-",2,"CDS","SRM"
"CHR17",36925173,36925184,"-",1,"3UTR","PIP4K2B"
"CHR17",36924635,36924650,"-",1,"3UTR","PIP4K2B"
"CHR17",36924560,36924570,"-",2,"3UTR","PIP4K2B"
"CHR17",36924005,36924019,"-",2,"3UTR","PIP4K2B"
"CHR17",36923879,36923899,"-",1,"3UTR","PIP4K2B"
"CHR17",36925806,36925818,"-",2,"3UTR","PIP4K2B"
"CHR1",159888623,159888718,"-",2,"CDS","TAGLN2"
"CHR1",159888364,159888388,"-",2,"3UTR","TAGLN2"
"CHR1",159888119,159888151,"-",1,"3UTR","TAGLN2"
"CHR1",159889450,159889465,"-",1,"CDS","TAGLN2"
"CHR1",159888232,159888253,"-",1,"3UTR","TAGLN2"
"CHR1",159889475,159889514,"-",2,"CDS","TAGLN2"
"CHR1",224377885,224377901,"+",1,"CDS","DEGS1"
"CHR1",224377574,224377585,"+",2,"CDS","DEGS1"
"CHR1",224380280,224380306,"+",5,"3UTR","DEGS1"
"CHR1",224377438,224377464,"+",5,"CDS","DEGS1"
"CHR1",224380189,224380211,"+",1,"3UTR","DEGS1"
"CHR1",224377588,224377611,"+",5,"CDS","DEGS1"
"CHR10",120801686,120801718,"-",1,"CDS","EIF3A"
"CHR10",120818885,120818899,"-",1,"CDS","EIF3A"
"CHR10",120795600,120795612,"-",1,"CDS","EIF3A"
"CHR10",120820273,120820290,"-",1,"CDS","EIF3A"
"CHR10",120801662,120801680,"-",1,"CDS","EIF3A"
"CHR10",120825007,120825024,"-",1,"CDS","EIF3A"
"CHR19",6535163,6535191,"+",1,"3UTR","TNFSF9"
"CHR19",6535051,6535080,"+",3,"3UTR","TNFSF9"
"CHR19",6534866,6534902,"+",1,"CDS","TNFSF9"
"CHR19",6535415,6535432,"+",1,"3UTR","TNFSF9"
"CHR19",6534770,6534796,"+",1,"CDS","TNFSF9"
"CHR19",6535433,6535459,"+",1,"3UTR","TNFSF9"
"CHR16",634037,634075,"+",1,"3UTR","PIGQ"
"CHR16",633005,633042,"+",1,"3UTR","PIGQ"
"CHR16",628477,628494,"+",1,"CDS","PIGQ"
"CHR16",630196,630215,"+",1,"CDS","PIGQ"
"CHR16",633047,633079,"+",1,"3UTR","PIGQ"
"CHR16",629091,629110,"+",2,"CDS","PIGQ"
"CHR19",33792631,33792683,"-",1,"CDS","CEBPA"
"CHR19",33792327,33792346,"-",1,"CDS","CEBPA"
"CHR19",33793098,33793117,"-",1,"CDS","CEBPA"
"CHR19",33792069,33792105,"-",2,"3UTR","CEBPA"
"CHR19",33792289,33792306,"-",1,"CDS","CEBPA"
"CHR19",33792120,33792150,"-",1,"3UTR","CEBPA"
"CHR2",223806310,223806333,"+",6,"CDS","ACSL3"
"CHR2",223806471,223806491,"+",2,"3UTR","ACSL3"
"CHR2",223752584,223752600,"+",1,"5UTR","ACSL3"
"CHR2",223806495,223806514,"+",1,"3UTR","ACSL3"
"CHR2",223806586,223806606,"+",4,"3UTR","ACSL3"
"CHR2",223806336,223806357,"+",5,"CDS","ACSL3"
"CHR3",52435280,52435298,"-",2,"3UTR","BAP1"
"CHR3",52435210,52435246,"-",1,"3UTR","BAP1"
"CHR3",52437496,52437514,"-",1,"CDS","BAP1"
"CHR3",52437171,52437190,"-",2,"CDS","BAP1"
"CHR3",52436142,52436162,"-",1,"3UTR","BAP1"
"CHR3",52437547,52437563,"-",1,"CDS","BAP1"
"CHR6",150005506,150005539,"-",1,"CDS","LATS1"
"CHR6",150005545,150005554,"-",1,"CDS","LATS1"
"CHR6",150001056,150001072,"-",1,"CDS","LATS1"
"CHR6",150004660,150004690,"-",12,"CDS","LATS1"
"CHR6",150004581,150004604,"-",2,"CDS","LATS1"
"CHR6",150005168,150005189,"-",2,"CDS","LATS1"
"CHR17",73096790,73096805,"+",1,"CDS","SLC16A5"
"CHR17",73096634,73096655,"+",1,"CDS","SLC16A5"
"CHR17",73096610,73096624,"+",1,"CDS","SLC16A5"
"CHR17",73096742,73096764,"+",2,"CDS","SLC16A5"
"CHR17",73096687,73096707,"+",2,"CDS","SLC16A5"
"CHR17",73096828,73096855,"+",1,"CDS","SLC16A5"
"CHR20",30922350,30922370,"+",1,"3UTR","KIF3B"
"CHR20",30922429,30922442,"+",1,"3UTR","KIF3B"
"CHR20",30922045,30922108,"+",1,"3UTR","KIF3B"
"CHR20",30921149,30921164,"+",1,"3UTR","KIF3B"
"CHR20",30921188,30921227,"+",1,"3UTR","KIF3B"
"CHR20",30921512,30921529,"+",3,"3UTR","KIF3B"
"CHR9",132500815,132500827,"-",1,"3UTR","PTGES"
"CHR9",132501584,132501597,"-",1,"3UTR","PTGES"
"CHR9",132501924,132501949,"-",1,"CDS","PTGES"
"CHR9",132502099,132502117,"-",2,"CDS","PTGES"
"CHR9",132501501,132501532,"-",2,"3UTR","PTGES"
"CHR9",132501475,132501489,"-",2,"3UTR","PTGES"
"CHR17",3564099,3564119,"+",1,"3UTR","CTNS"
"CHR17",3563578,3563591,"+",1,"CDS","CTNS"
"CHR17",3563943,3563956,"+",1,"3UTR","CTNS"
"CHR17",3563656,3563680,"+",1,"3UTR","CTNS"
"CHR17",3564216,3564246,"+",1,"3UTR","CTNS"
"CHR17",3563752,3563784,"+",1,"3UTR","CTNS"
"CHR22",29191095,29191109,"-",1,"3UTR","XBP1"
"CHR22",29191203,29191232,"-",5,"3UTR","XBP1"
"CHR22",29191270,29191283,"-",1,"3UTR","XBP1"
"CHR22",29191115,29191149,"-",4,"3UTR","XBP1"
"CHR22",29191322,29191349,"-",3,"3UTR","XBP1"
"CHR22",29191235,29191251,"-",5,"3UTR","XBP1"
"CHR9",128001312,128001332,"-",1,"CDS","HSPA5"
"CHR9",128003288,128003323,"-",1,"CDS","HSPA5"
"CHR9",128003094,128003108,"-",1,"CDS","HSPA5"
"CHR9",128003447,128003466,"-",1,"5UTR","HSPA5"
"CHR9",128001004,128001024,"-",2,"CDS","HSPA5"
"CHR9",128003530,128003560,"-",1,"5UTR","HSPA5"
"CHR5",140700105,140700124,"-",1,"5UTR","TAF7"
"CHR5",140698535,140698564,"-",1,"3UTR","TAF7"
"CHR5",140700038,140700095,"-",3,"5UTR","TAF7"
"CHR5",140699850,140699880,"-",2,"5UTR","TAF7"
"CHR5",140698691,140698716,"-",2,"CDS","TAF7"
"CHR5",140699881,140699903,"-",1,"5UTR","TAF7"
"CHR17",36882039,36882055,"+",1,"3UTR","MLLT6"
"CHR17",36884303,36884326,"+",1,"3UTR","MLLT6"
"CHR17",36873749,36873764,"+",1,"CDS","MLLT6"
"CHR17",36881181,36881190,"+",1,"CDS","MLLT6"
"CHR17",36878215,36878233,"+",1,"CDS","MLLT6"
"CHR17",36881992,36882014,"+",2,"3UTR","MLLT6"
"CHR2",220116863,220116882,"-",1,"CDS","TUBA4A"
"CHR2",220115589,220115606,"-",1,"CDS","TUBA4A"
"CHR2",220116405,220116419,"-",1,"CDS","TUBA4A"
"CHR2",220115249,220115269,"-",4,"CDS","TUBA4A"
"CHR2",220115128,220115167,"-",1,"CDS","TUBA4A"
"CHR2",220115384,220115412,"-",4,"CDS","TUBA4A"
"CHR6",138198339,138198359,"+",1,"CDS","TNFAIP3"
"CHR6",138197271,138197284,"+",2,"CDS","TNFAIP3"
"CHR6",138203060,138203076,"+",1,"3UTR","TNFAIP3"
"CHR6",138202746,138202779,"+",2,"3UTR","TNFAIP3"
"CHR6",138199849,138199865,"+",1,"CDS","TNFAIP3"
"CHR6",138202790,138202805,"+",1,"3UTR","TNFAIP3"
"CHR5",17217806,17217886,"+",3,"5UTR","BASP1"
"CHR5",17276636,17276654,"+",1,"3UTR","BASP1"
"CHR5",17276339,17276360,"+",1,"3UTR","BASP1"
"CHR5",17276713,17276733,"+",3,"3UTR","BASP1"
"CHR5",17275998,17276022,"+",1,"3UTR","BASP1"
"CHR5",17276575,17276595,"+",2,"3UTR","BASP1"
"CHR4",1730019,1730053,"+",2,"CDS","TACC3"
"CHR4",1725528,1725563,"+",3,"CDS","TACC3"
"CHR4",1730123,1730137,"+",1,"CDS","TACC3"
"CHR4",1742610,1742633,"+",1,"CDS","TACC3"
"CHR4",1730431,1730445,"+",1,"CDS","TACC3"
"CHR4",1729965,1729990,"+",1,"CDS","TACC3"
"CHR1",117984899,117984912,"+",1,"CDS","MAN1A2"
"CHR1",118065615,118065634,"+",4,"3UTR","MAN1A2"
"CHR1",117910845,117910865,"+",2,"CDS","MAN1A2"
"CHR1",117910875,117910898,"+",2,"CDS","MAN1A2"
"CHR1",118065662,118065678,"+",1,"3UTR","MAN1A2"
"CHR1",118065590,118065608,"+",2,"3UTR","MAN1A2"
"CHR12",106632994,106633008,"-",1,"CDS","CKAP4"
"CHR12",106633021,106633033,"-",1,"CDS","CKAP4"
"CHR12",106632108,106632122,"-",1,"3UTR","CKAP4"
"CHR12",106633036,106633065,"-",1,"CDS","CKAP4"
"CHR12",106633340,106633364,"-",1,"CDS","CKAP4"
"CHR12",106633396,106633416,"-",1,"CDS","CKAP4"
"CHR12",8072073,8072083,"-",1,"3UTR","SLC2A3"
"CHR12",8074159,8074176,"-",1,"CDS","SLC2A3"
"CHR12",8071922,8071944,"-",2,"3UTR","SLC2A3"
"CHR12",8072350,8072360,"-",1,"3UTR","SLC2A3"
"CHR12",8073716,8073727,"-",2,"3UTR","SLC2A3"
"CHR12",8073837,8073914,"-",1,"3UTR","SLC2A3"
"CHR3",120115567,120115582,"-",1,"3UTR","FSTL1"
"CHR3",120130774,120130789,"-",1,"CDS","FSTL1"
"CHR3",120113725,120113739,"-",3,"3UTR","FSTL1"
"CHR3",120115457,120115483,"-",2,"3UTR","FSTL1"
"CHR3",120113918,120113945,"-",3,"3UTR","FSTL1"
"CHR3",120113381,120113401,"-",2,"3UTR","FSTL1"
"CHR22",45581130,45581168,"+",2,"3UTR","NUP50"
"CHR22",45580716,45580736,"+",1,"3UTR","NUP50"
"CHR22",45574330,45574349,"+",3,"CDS","NUP50"
"CHR22",45574410,45574422,"+",1,"CDS","NUP50"
"CHR22",45582183,45582205,"+",1,"3UTR","NUP50"
"CHR22",45581307,45581324,"+",2,"3UTR","NUP50"
"CHR7",150911049,150911093,"-",4,"3UTR","ABCF2"
"CHR7",150918745,150918759,"-",1,"CDS","ABCF2"
"CHR7",150910946,150910983,"-",3,"3UTR","ABCF2"
"CHR7",150910984,150911001,"-",1,"3UTR","ABCF2"
"CHR7",150910911,150910932,"-",1,"3UTR","ABCF2"
"CHR7",150911003,150911028,"-",3,"3UTR","ABCF2"
"CHR15",40094125,40094162,"-",1,"CDS","GPR176"
"CHR15",40093597,40093618,"-",3,"CDS","GPR176"
"CHR15",40093914,40093928,"-",1,"CDS","GPR176"
"CHR15",40093929,40093961,"-",1,"CDS","GPR176"
"CHR15",40094260,40094283,"-",1,"CDS","GPR176"
"CHR15",40093555,40093568,"-",1,"CDS","GPR176"
"CHR22",50728248,50728277,"-",1,"CDS","PLXNB2"
"CHR22",50713614,50713628,"-",1,"3UTR","PLXNB2"
"CHR22",50713973,50714046,"-",1,"3UTR","PLXNB2"
"CHR22",50713878,50713960,"-",1,"3UTR","PLXNB2"
"CHR22",50727537,50727557,"-",2,"CDS","PLXNB2"
"CHR22",50713535,50713561,"-",1,"3UTR","PLXNB2"
"CHR9",140081581,140081592,"-",1,"Intron","ANAPC2"
"CHR9",140070218,140070245,"-",1,"CDS","ANAPC2"
"CHR9",140077579,140077590,"-",1,"CDS","ANAPC2"
"CHR9",140082378,140082395,"-",1,"CDS","ANAPC2"
"CHR9",140077667,140077679,"-",1,"CDS","ANAPC2"
"CHR9",140082912,140082924,"-",1,"CDS","ANAPC2"
"CHR19",52729324,52729358,"+",2,"3UTR","PPP2R1A"
"CHR19",52714683,52714701,"+",1,"CDS","PPP2R1A"
"CHR19",52729539,52729565,"+",1,"3UTR","PPP2R1A"
"CHR19",52705234,52705245,"+",2,"CDS","PPP2R1A"
"CHR19",52723479,52723488,"+",1,"CDS","PPP2R1A"
"CHR19",52723463,52723474,"+",1,"CDS","PPP2R1A"
"CHR3",45636425,45636446,"+",1,"CDS","LIMD1"
"CHR3",45636802,45636843,"+",2,"CDS","LIMD1"
"CHR3",45720142,45720164,"+",4,"3UTR","LIMD1"
"CHR3",45637449,45637468,"+",1,"CDS","LIMD1"
"CHR3",45636395,45636414,"+",1,"CDS","LIMD1"
"CHR3",45637427,45637442,"+",9,"CDS","LIMD1"
"CHR22",39262995,39263052,"-",1,"CDS","CBX6"
"CHR22",39261177,39261199,"-",1,"3UTR","CBX6"
"CHR22",39262627,39262671,"-",1,"CDS","CBX6"
"CHR22",39261673,39261698,"-",68,"3UTR","CBX6"
"CHR22",39261237,39261254,"-",1,"3UTR","CBX6"
"CHR22",39262479,39262516,"-",1,"CDS","CBX6"
"CHR20",49575852,49575873,"+",1,"CDS","MOCS3"
"CHR20",49576054,49576078,"+",2,"CDS","MOCS3"
"CHR20",49575786,49575809,"+",1,"CDS","MOCS3"
"CHR20",49575935,49575956,"+",1,"CDS","MOCS3"
"CHR20",49575608,49575626,"+",1,"CDS","MOCS3"
"CHR20",49575744,49575766,"+",1,"CDS","MOCS3"
"CHR2",235949640,235949691,"+",1,"CDS","SH3BP4"
"CHR2",235962386,235962403,"+",1,"CDS","SH3BP4"
"CHR2",235949719,235949755,"+",1,"CDS","SH3BP4"
"CHR2",235950143,235950163,"+",2,"CDS","SH3BP4"
"CHR2",235950172,235950198,"+",2,"CDS","SH3BP4"
"CHR2",235951821,235951850,"+",1,"CDS","SH3BP4"
"CHR2",29170846,29170857,"+",1,"3UTR","WDR43"
"CHR2",29169789,29169811,"+",5,"3UTR","WDR43"
"CHR2",29169709,29169726,"+",1,"3UTR","WDR43"
"CHR2",29169645,29169675,"+",2,"3UTR","WDR43"
"CHR2",29169735,29169772,"+",7,"3UTR","WDR43"
"CHR2",29169853,29169866,"+",2,"3UTR","WDR43"
"CHR19",16952575,16952586,"+",6,"CDS","SIN3B"
"CHR19",16980787,16980804,"+",1,"CDS","SIN3B"
"CHR19",16989368,16989388,"+",1,"CDS","SIN3B"
"CHR19",16990662,16990677,"+",1,"3UTR","SIN3B"
"CHR19",16989705,16989727,"+",1,"3UTR","SIN3B"
"CHR19",16989440,16989462,"+",2,"CDS","SIN3B"
"CHR19",19453440,19453453,"+",1,"CDS","MAU2"
"CHR19",19468179,19468192,"+",1,"3UTR","MAU2"
"CHR19",19459721,19459742,"+",1,"CDS","MAU2"
"CHR19",19467174,19467209,"+",1,"3UTR","MAU2"
"CHR19",19460207,19460221,"+",1,"CDS","MAU2"
"CHR19",19466661,19466696,"+",1,"3UTR","MAU2"
"CHR17",73059908,73059930,"+",1,"3UTR","KCTD2"
"CHR17",73059968,73059984,"+",1,"3UTR","KCTD2"
"CHR17",73059557,73059593,"+",1,"3UTR","KCTD2"
"CHR17",73059525,73059539,"+",1,"3UTR","KCTD2"
"CHR17",73060010,73060032,"+",1,"3UTR","KCTD2"
"CHR17",73059936,73059954,"+",4,"3UTR","KCTD2"
"CHR5",36953747,36953756,"+",1,"5UTR","NIPBL"
"CHR5",36985405,36985437,"+",1,"CDS","NIPBL"
"CHR5",36976208,36976232,"+",12,"CDS","NIPBL"
"CHR5",36976056,36976071,"+",2,"CDS","NIPBL"
"CHR5",36885324,36885344,"+",1,"Intron","NIPBL"
"CHR5",36976036,36976045,"+",2,"CDS","NIPBL"
"CHR5",180001144,180001168,"+",2,"CDS","CNOT6"
"CHR5",180001120,180001140,"+",2,"CDS","CNOT6"
"CHR5",180001021,180001051,"+",6,"CDS","CNOT6"
"CHR5",180001256,180001275,"+",1,"3UTR","CNOT6"
"CHR5",180000990,180001008,"+",1,"CDS","CNOT6"
"CHR5",180001091,180001111,"+",1,"CDS","CNOT6"
"CHR14",65209891,65209911,"+",1,"CDS","PLEKHG3"
"CHR14",65210145,65210163,"+",4,"CDS","PLEKHG3"
"CHR14",65208364,65208380,"+",1,"CDS","PLEKHG3"
"CHR14",65210168,65210192,"+",1,"CDS","PLEKHG3"
"CHR14",65198844,65198857,"+",1,"CDS","PLEKHG3"
"CHR14",65208016,65208045,"+",10,"CDS","PLEKHG3"
"CHR20",44987359,44987395,"-",6,"5UTR","SLC35C2"
"CHR20",44980764,44980776,"-",1,"CDS","SLC35C2"
"CHR20",44978424,44978433,"-",1,"3UTR","SLC35C2"
"CHR20",44978709,44978741,"-",2,"3UTR","SLC35C2"
"CHR20",44984469,44984487,"-",1,"CDS","SLC35C2"
"CHR20",44978755,44978797,"-",2,"3UTR","SLC35C2"
"CHR2",70504494,70504523,"+",4,"3UTR","PCYOX1"
"CHR2",70504362,70504381,"+",1,"CDS","PCYOX1"
"CHR2",70504525,70504549,"+",1,"3UTR","PCYOX1"
"CHR2",70505822,70505837,"+",1,"3UTR","PCYOX1"
"CHR2",70504341,70504354,"+",1,"CDS","PCYOX1"
"CHR2",70504458,70504489,"+",2,"CDS","PCYOX1"
"CHR1",214816068,214816092,"+",1,"CDS","CENPF"
"CHR1",214813684,214813708,"+",1,"CDS","CENPF"
"CHR1",214815982,214816001,"+",1,"CDS","CENPF"
"CHR1",214816113,214816128,"+",3,"CDS","CENPF"
"CHR1",214837345,214837355,"+",1,"3UTR","CENPF"
"CHR1",214816634,214816649,"+",1,"CDS","CENPF"
"CHR19",8367230,8367245,"-",1,"3UTR","CD320"
"CHR19",8369952,8369978,"-",1,"CDS","CD320"
"CHR19",8367051,8367067,"-",1,"3UTR","CD320"
"CHR19",8368920,8368941,"-",1,"CDS","CD320"
"CHR19",8367336,8367358,"-",1,"3UTR","CD320"
"CHR19",8367071,8367108,"-",2,"3UTR","CD320"
"CHR8",23428877,23428908,"+",1,"CDS","SLC25A37"
"CHR8",23387041,23387056,"+",1,"Intron","SLC25A37"
"CHR8",23429163,23429187,"+",1,"CDS","SLC25A37"
"CHR8",23423968,23424027,"+",1,"Intron","SLC25A37"
"CHR8",23429188,23429205,"+",1,"CDS","SLC25A37"
"CHR8",23429070,23429134,"+",1,"CDS","SLC25A37"
"CHR11",126147784,126147813,"+",2,"3UTR","FOXRED1"
"CHR11",126147601,126147620,"+",1,"3UTR","FOXRED1"
"CHR11",126147679,126147695,"+",3,"3UTR","FOXRED1"
"CHR11",126147511,126147529,"+",1,"CDS","FOXRED1"
"CHR11",126147535,126147560,"+",1,"CDS","FOXRED1"
"CHR11",126147713,126147730,"+",1,"3UTR","FOXRED1"
"CHR6",82461345,82461361,"-",4,"CDS","FAM46A"
"CHR6",82456189,82456206,"-",2,"3UTR","FAM46A"
"CHR6",82459590,82459625,"-",3,"CDS","FAM46A"
"CHR6",82461378,82461393,"-",1,"CDS","FAM46A"
"CHR6",82461402,82461437,"-",3,"CDS","FAM46A"
"CHR6",82456451,82456463,"-",2,"3UTR","FAM46A"
"CHR20",50768903,50768923,"-",1,"CDS","ZFP64"
"CHR20",50768735,50768763,"-",1,"CDS","ZFP64"
"CHR20",50768765,50768786,"-",2,"CDS","ZFP64"
"CHR20",50768991,50769038,"-",1,"CDS","ZFP64"
"CHR20",50769353,50769374,"-",1,"CDS","ZFP64"
"CHR20",50768960,50768984,"-",3,"CDS","ZFP64"
"CHR4",140640179,140640200,"-",1,"3UTR","MAML3"
"CHR4",140641113,140641128,"-",1,"CDS","MAML3"
"CHR4",140640824,140640914,"-",1,"CDS","MAML3"
"CHR4",140638695,140638715,"-",35,"3UTR","MAML3"
"CHR4",140640151,140640169,"-",1,"3UTR","MAML3"
"CHR4",140639976,140639992,"-",1,"3UTR","MAML3"
"CHR2",55209724,55209735,"-",3,"CDS","RTN4"
"CHR2",55199563,55199583,"-",1,"3UTR","RTN4"
"CHR2",55277372,55277418,"-",1,"CDS","RTN4"
"CHR2",55199528,55199548,"-",3,"3UTR","RTN4"
"CHR2",55199502,55199524,"-",1,"3UTR","RTN4"
"CHR2",55277249,55277327,"-",3,"CDS","RTN4"
"CHR22",40806738,40806764,"-",1,"3UTR","MKL1"
