chr,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockSizes,blockStarts,geneID,ReadsCount.input,ReadsCount.IP,log2FoldChange,pvalue,padj
chr11,68216390,68216665,peak_6918,137.3168705,+,68216390,68216665,0,1,275,0,LRP5,292,1373,2.095601799,1.87E-42,4.61E-42
chr22,25747484,25747534,peak_6919,25.44444415,-,25747484,25747534,0,1,50,0,LRP5L,8,112,3.588361575,2.08E-08,2.19E-08
chr12,12397203,12419703,peak_6920,258.8663636,-,12397203,12419703,0,2,"386,89","0,22411",LRP6,203,1708,2.945696792,3.01E-79,1.18E-78
chr12,12332897,12334358,peak_6921,294.8208798,-,12332897,12334358,0,2,"18,382","0,1079",LRP6,475,2612,2.380212746,4.01E-90,1.78E-89
chr12,12318033,12332772,peak_6922,65.54001381,-,12318033,12332772,0,2,"196,29","0,14710",LRP6,151,653,2.029400068,1.16E-20,1.86E-20
chr12,12273935,12277579,peak_6923,543.7095535,-,12273935,12277579,0,2,"419,81","0,3563",LRP6,415,3602,3.034513542,2.57E-165,2.12E-164
chr1,53710665,53711015,peak_6924,93.51996685,-,53710665,53711015,0,1,350,0,LRP8,63,565,3.062692766,3.62E-29,7.04E-29
chr1,53710040,53710315,peak_6925,71.98262533,-,53710040,53710315,0,1,275,0,LRP8,121,598,2.234552449,1.27E-22,2.14E-22
chr1,53709840,53709890,peak_6926,24.4544316,-,53709840,53709890,0,1,50,0,LRP8,23,148,2.548783384,4.19E-08,4.35E-08
chr4,3514248,3516488,peak_6927,979.7088343,-,3514248,3516488,0,2,"515,10","0,2230",LRPAP1,1150,9338,2.561831666,6.53E-297,1.20E-295
chr4,3514148,3514223,peak_6928,23.58704682,-,3514148,3514223,0,1,75,0,LRPAP1,14,155,2.873625707,7.72E-08,7.94E-08
chr4,3514023,3514123,peak_6929,31.14110766,-,3514023,3514123,0,1,100,0,LRPAP1,15,193,3.152815576,3.71E-10,4.22E-10
chr4,3510773,3510923,peak_6930,37.15090016,-,3510773,3510923,0,1,150,0,LRPAP1,19,202,3.183859477,5.33E-12,6.55E-12
chr14,50074186,50074761,peak_6931,469.996557,+,50074186,50074761,0,1,575,0,LRR1,243,2561,3.431176429,4.70E-143,3.29E-142
chr8,145745335,145745943,peak_6932,80.49644294,+,145745335,145745943,0,2,"103,322","0,286",LRRC14,133,876,2.162254295,3.28E-25,5.86E-25
chr8,145746356,145747131,peak_6933,539.9552054,+,145746356,145747131,0,1,775,0,LRRC14,231,3806,3.577163164,3.51E-164,2.87E-163
chr8,145747231,145747356,peak_6934,27.42394049,+,145747231,145747356,0,1,125,0,LRRC14,18,183,2.936118859,5.14E-09,5.55E-09
chr8,145747931,145748081,peak_6935,32.86330302,+,145747931,145748081,0,1,150,0,LRRC14,32,274,2.48447478,1.10E-10,1.28E-10
chr8,145748531,145748731,peak_6936,42.18988664,+,145748531,145748731,0,1,200,0,LRRC14,57,409,2.250030442,1.53E-13,1.99E-13
chr8,145749056,145749131,peak_6937,40.84083461,+,145749056,145749131,0,1,75,0,LRRC14,148,543,1.631869239,3.96E-13,5.08E-13
chr8,145749206,145749556,peak_6938,93.09211898,+,145749206,145749556,0,1,350,0,LRRC14,310,1403,1.704301848,4.89E-29,9.47E-29
chr8,145749581,145749631,peak_6939,27.08987097,+,145749581,145749631,0,1,50,0,LRRC14,56,304,1.888801231,6.52E-09,7.00E-09
chr8,145749656,145749756,peak_6940,30.93473292,+,145749656,145749756,0,1,100,0,LRRC14,80,373,1.780152519,4.29E-10,4.87E-10
chr10,72060478,72060678,peak_6941,45.42142842,-,72060478,72060678,0,1,200,0,LRRC20,111,521,1.881290356,1.58E-14,2.12E-14
chr10,72059678,72060278,peak_6942,149.1004481,-,72059678,72060278,0,1,600,0,LRRC20,201,1407,2.429915026,5.04E-46,1.31E-45
chr10,72059578,72059653,peak_6943,26.67802755,-,72059578,72059653,0,1,75,0,LRRC20,65,281,1.814985909,8.71E-09,9.31E-09
chr10,134161519,134161619,peak_6944,32.5883367,+,134161519,134161619,0,1,100,0,LRRC27,19,216,3.01016043,1.33E-10,1.55E-10
chr10,134161644,134161769,peak_6945,39.55124765,+,134161644,134161769,0,1,125,0,LRRC27,42,295,2.497469901,9.81E-13,1.24E-12
chr21,45876834,45877134,peak_6946,49.15019793,+,45876834,45877134,0,1,300,0,LRRC3,31,363,2.946498501,1.15E-15,1.60E-15
chr21,45877159,45877209,peak_6947,21.19130099,+,45877159,45877209,0,1,50,0,LRRC3,8,127,3.208105983,4.14E-07,4.18E-07
chr21,45877334,45877659,peak_6948,59.38255328,+,45877334,45877659,0,1,325,0,LRRC3,8,386,5.010969686,8.72E-19,1.33E-18
chr21,45877684,45877734,peak_6949,23.11378756,+,45877684,45877734,0,1,50,0,LRRC3,9,128,3.354461265,1.08E-07,1.10E-07
chr21,45877759,45877834,peak_6950,32.55171021,+,45877759,45877834,0,1,75,0,LRRC3,9,154,3.839198511,1.37E-10,1.59E-10
chr17,62893616,62893691,peak_6951,24.69501681,-,62893616,62893691,0,1,75,0,LRRC37A3,22,182,2.489258977,3.54E-08,3.68E-08
chr17,62891466,62891641,peak_6952,37.48812443,-,62891466,62891641,0,1,175,0,LRRC37A3,14,190,3.512099894,4.21E-12,5.19E-12
chr17,62856204,62856429,peak_6953,71.98597738,-,62856204,62856429,0,1,225,0,LRRC37A3,33,391,3.431367571,1.27E-22,2.14E-22
chr17,62856129,62856179,peak_6954,22.71666447,-,62856129,62856179,0,1,50,0,LRRC37A3,3,99,4.687348667,1.42E-07,1.45E-07
chr17,30348454,30349054,peak_6955,125.6081521,+,30348454,30349054,0,1,600,0,LRRC37B,83,793,3.079560431,6.64E-39,1.54E-38
chr1,46751149,46751699,peak_6956,356.3626496,-,46751149,46751699,0,1,550,0,LRRC41,584,3898,2.259078316,1.01E-108,5.30E-108
chr1,54417725,54417975,peak_6957,104.4854403,+,54417725,54417975,0,1,250,0,LRRC42,350,1365,1.817253376,1.70E-32,3.52E-32
chr1,54433478,54433678,peak_6958,55.85269262,+,54433478,54433678,0,1,200,0,LRRC42,128,537,2.016785691,1.04E-17,1.54E-17
chr1,54433703,54433753,peak_6959,28.26277274,+,54433703,54433753,0,1,50,0,LRRC42,29,168,2.544564535,2.84E-09,3.10E-09
chr17,79988553,79988803,peak_6960,50.13714674,+,79988553,79988803,0,1,250,0,LRRC45,153,729,1.701884072,5.76E-16,8.08E-16
chr1,3712470,3712570,peak_6961,30.20489618,-,3712470,3712570,0,1,100,0,LRRC47,159,596,1.339363553,7.18E-10,8.08E-10
chr1,3701699,3703594,peak_6962,52.31486495,-,3701699,3703594,0,2,"68,182","0,1713",LRRC47,248,996,1.458034356,1.25E-16,1.79E-16
chr3,120049775,120054738,peak_6963,650.2847278,-,120049775,120054738,0,3,"480,278,67","0,3933,4896",LRRC58,1064,5456,2.371138843,1.71E-197,1.76E-196
chr17,48460118,48460468,peak_6964,538.2608901,-,48460118,48460468,0,1,350,0,LRRC59,1176,5951,2.06601415,1.14E-163,9.28E-163
chr17,48458593,48459093,peak_6965,382.7529522,-,48458593,48459093,0,1,500,0,LRRC59,1028,4326,2.008957418,1.07E-116,6.02E-116
chr7,150023050,150035245,peak_6966,665.1048239,+,150023050,150035245,0,2,"491,439","0,10756",LRRC61,625,5916,2.740048253,5.73E-202,6.07E-201
chr9,131669481,131670006,peak_6967,424.8996226,+,131669481,131670006,0,1,525,0,LRRC8A,584,4166,2.412161577,1.98E-129,1.24E-128
chr9,131670256,131670431,peak_6968,78.21892997,+,131670256,131670431,0,1,175,0,LRRC8A,319,1160,1.596771943,1.62E-24,2.84E-24
chr9,131671331,131678980,peak_6969,420.7875834,+,131671331,131678980,0,2,"269,606","0,7043",LRRC8A,1295,6316,1.804882283,3.46E-128,2.14E-127
chr9,131679355,131679555,peak_6970,44.27997506,+,131679355,131679555,0,1,200,0,LRRC8A,64,332,2.341393263,3.53E-14,4.68E-14
chr9,131679705,131679855,peak_6971,39.3055392,+,131679705,131679855,0,1,150,0,LRRC8A,205,753,1.376983139,1.17E-12,1.47E-12
chr1,90049303,90049553,peak_6972,53.8098532,+,90049303,90049553,0,1,250,0,LRRC8B,22,274,3.500049597,4.37E-17,6.33E-17
chr1,90049678,90050253,peak_6973,110.8708642,+,90049678,90050253,0,1,575,0,LRRC8B,39,566,3.781008973,1.96E-34,4.21E-34
chr1,90058409,90058634,peak_6974,50.10934337,+,90058409,90058634,0,1,225,0,LRRC8B,20,265,3.555428372,5.87E-16,8.23E-16
chr1,90178387,90178662,peak_6975,73.05367225,+,90178387,90178662,0,1,275,0,LRRC8C,41,420,3.229023937,6.01E-23,1.02E-22
chr1,90178887,90179212,peak_6976,79.61771765,+,90178887,90179212,0,1,325,0,LRRC8C,28,393,3.755815459,6.08E-25,1.08E-24
chr1,90179312,90179487,peak_6977,41.3602009,+,90179312,90179487,0,1,175,0,LRRC8C,36,260,2.777351569,2.74E-13,3.54E-13
chr1,90179962,90180537,peak_6978,126.6381658,+,90179962,90180537,0,1,575,0,LRRC8C,45,641,3.773771632,3.24E-39,7.55E-39
chr1,90398962,90399762,peak_6979,412.7598107,+,90398962,90399762,0,1,800,0,LRRC8D,468,3027,2.665739033,9.22E-126,5.58E-125
chr1,90399887,90401262,peak_6980,Inf,+,90399887,90401262,0,1,1375,0,LRRC8D,588,7397,3.622934705,0,0
chr19,7960587,7963956,peak_6981,172.5260834,+,7960587,7963956,0,2,"39,411","0,2958",LRRC8E,98,1216,3.265187522,4.04E-53,1.16E-52
chr19,7964306,7964531,peak_6982,50.14802368,+,7964306,7964531,0,1,225,0,LRRC8E,84,481,2.162738249,5.71E-16,8.02E-16
chr19,7965231,7965781,peak_6983,132.8488241,+,7965231,7965781,0,1,550,0,LRRC8E,114,1120,2.767094941,4.21E-41,1.02E-40
chr19,7966006,7966181,peak_6984,39.53223296,+,7966006,7966181,0,1,175,0,LRRC8E,18,226,3.299070744,9.94E-13,1.26E-12
chr2,238668817,238671464,peak_6985,314.7258734,+,238668817,238671464,0,2,"31,219","0,2428",LRRFIP1,937,3643,1.87701959,3.87E-96,1.81E-95
chr2,238672264,238672439,peak_6986,95.38616922,+,238672264,238672439,0,1,175,0,LRRFIP1,362,1217,1.693461273,9.83E-30,1.93E-29
chr2,238672614,238672889,peak_6987,261.1489982,+,238672614,238672889,0,1,275,0,LRRFIP1,912,3292,1.768481791,6.16E-80,2.43E-79
chr2,238688492,238688792,peak_6988,80.37124132,+,238688492,238688792,0,1,300,0,LRRFIP1,86,578,2.682113213,3.58E-25,6.40E-25
chr1,204586452,204652028,peak_6989,Inf,-,204586452,204652028,0,2,"2894,31","0,65545",LRRN2,766,8859,3.050374651,0,0
chr7,102113210,102113612,peak_6990,127.1407841,+,102113210,102113612,0,2,"41,257","0,145",LRWD1,114,1005,2.739462549,2.28E-39,5.33E-39
chr3,194373623,194373773,peak_6991,53.82013199,-,194373623,194373773,0,1,150,0,LSG1,152,609,1.861753123,4.34E-17,6.29E-17
chr3,194362541,194365316,peak_6992,200.2450047,-,194362541,194365316,0,2,"435,15","0,2760",LSG1,282,1658,2.435622902,1.64E-61,5.25E-61
chr3,194362266,194362441,peak_6993,52.52463602,-,194362266,194362441,0,1,175,0,LSG1,168,635,1.741551108,1.08E-16,1.54E-16
chr8,38020838,38021188,peak_6994,103.3482384,-,38020838,38021188,0,1,350,0,LSM1,218,938,2.116800785,3.76E-32,7.75E-32
chr1,36859030,36859705,peak_6995,990.5513765,-,36859030,36859705,0,1,675,0,LSM10,887,7619,2.809718554,3.50E-300,6.52E-299
chr5,157181910,157182185,peak_6996,65.11254626,+,157181910,157182185,0,1,275,0,LSM11,111,579,2.193286711,1.57E-20,2.51E-20
chr20,60709365,60709415,peak_6997,48.72021349,+,60709365,60709415,0,1,50,0,LSM14B,131,497,1.882441182,1.56E-15,2.16E-15
chr20,60710015,60710065,peak_6998,29.43571652,+,60710015,60710065,0,1,50,0,LSM14B,111,400,1.569922542,1.24E-09,1.38E-09
chr3,14220277,14220327,peak_6999,53.15729582,+,14220277,14220327,0,1,50,0,LSM3,212,738,1.644166178,6.92E-17,9.96E-17
chr19,18417714,18417839,peak_7000,223.0870797,-,18417714,18417839,0,1,125,0,LSM4,672,2702,1.850182857,2.01E-68,6.98E-68
chr21,47609211,47609486,peak_7001,93.55659749,-,47609211,47609486,0,1,275,0,LSS,357,1421,1.638872173,3.53E-29,6.87E-29
chr14,24780849,24780899,peak_7002,20.15910126,+,24780849,24780899,0,1,50,0,"LTB4R,LTB4R2",23,171,2.216425735,8.49E-07,8.54E-07
chr14,24781024,24781199,peak_7003,43.58275129,+,24781024,24781199,0,1,175,0,"LTB4R,LTB4R2",17,231,3.50727801,5.76E-14,7.59E-14
chr14,24784918,24785443,peak_7004,116.085419,+,24784918,24785443,0,1,525,0,"LTB4R,LTB4R2",105,987,2.704716773,5.12E-36,1.13E-35
chr14,24785868,24785918,peak_7005,21.23859409,+,24785868,24785918,0,1,50,0,"LTB4R,LTB4R2",15,152,2.626575138,4.00E-07,4.04E-07
chr14,24786343,24786393,peak_7006,25.13721727,+,24786343,24786393,0,1,50,0,"LTB4R,LTB4R2",9,121,3.440822624,2.59E-08,2.71E-08
chr14,24786418,24786568,peak_7007,34.9339872,+,24786418,24786568,0,1,150,0,"LTB4R,LTB4R2",22,202,2.992483909,2.55E-11,3.05E-11
chr14,24786868,24787143,peak_7008,55.26424255,+,24786868,24787143,0,1,275,0,"LTB4R,LTB4R2",51,374,2.773919028,1.57E-17,2.31E-17
chr2,33623577,33623802,peak_7009,112.5314955,+,33623577,33623802,0,1,225,0,LTBP1,315,1218,1.896702919,6.13E-35,1.33E-34
chr12,6499827,6500627,peak_7010,Inf,+,6499827,6500627,0,1,800,0,LTBR,1914,14737,2.497896986,0,0
chr21,30338782,30339457,peak_7011,162.7109136,-,30338782,30339457,0,1,675,0,LTN1,212,1268,2.574470713,3.79E-50,1.05E-49
chr17,48829605,48830030,peak_7012,94.7203712,+,48829605,48830030,0,1,425,0,LUC7L3,256,903,1.962104485,1.57E-29,3.06E-29
chr9,12775136,12775686,peak_7013,130.935829,+,12775136,12775686,0,1,550,0,LURAP1L,55,728,3.570330612,1.61E-40,3.84E-40
chr9,12821469,12821819,peak_7014,116.3697147,+,12821469,12821819,0,1,350,0,LURAP1L,19,615,4.881003208,4.20E-36,9.32E-36
chr9,12821844,12821894,peak_7015,21.44843282,+,12821844,12821894,0,1,50,0,LURAP1L,0,73,7.672898452,3.46E-07,3.49E-07
chr1,23420151,23420351,peak_7016,93.17248905,-,23420151,23420351,0,1,200,0,LUZP1,239,951,1.97436823,4.62E-29,8.96E-29
chr1,23419501,23419601,peak_7017,54.07914402,-,23419501,23419601,0,1,100,0,LUZP1,234,786,1.572841013,3.62E-17,5.25E-17
chr1,23419076,23419351,peak_7018,92.89018385,-,23419076,23419351,0,1,275,0,LUZP1,277,1195,1.806457876,5.63E-29,1.09E-28
chr1,23414240,23418126,peak_7019,Inf,-,23414240,23418126,0,2,"1,306,444","0,3442",LUZP1,1144,9739,2.906172754,0,0
chr1,23410565,23410965,peak_7020,114.0088544,-,23410565,23410965,0,1,400,0,LUZP1,69,674,3.2052916,2.18E-35,4.79E-35
chr7,135661995,135662070,peak_7021,48.04024665,-,135661995,135662070,0,1,75,0,"LUZP6,MTPN",248,959,1.403106505,2.51E-15,3.45E-15
chr8,144103351,144103476,peak_7022,99.33321227,+,144103351,144103476,0,1,125,0,LY6E,666,2388,1.312972788,6.22E-31,1.25E-30
chr8,143784577,143784927,peak_7023,256.8659384,+,143784577,143784927,0,1,350,0,LY6K,197,1731,2.970308653,1.21E-78,4.74E-78
chr8,56922773,56923448,peak_7024,242.8793777,+,56922773,56923448,0,1,675,0,LYN,92,1290,3.753613632,2.06E-74,7.69E-74
chr2,133403511,133403561,peak_7025,32.02404617,-,133403511,133403561,0,1,50,0,LYPD1,52,274,2.147608264,1.99E-10,2.29E-10
chr2,133402911,133403486,peak_7026,253.060796,-,133402911,133403486,0,1,575,0,LYPD1,211,1909,2.904343709,1.72E-77,6.62E-77
chr2,133402386,133402786,peak_7027,101.9678211,-,133402386,133402786,0,1,400,0,LYPD1,240,1075,2.06630979,9.87E-32,2.02E-31
chr19,43969650,43969700,peak_7028,38.5353797,-,43969650,43969700,0,1,50,0,LYPD3,164,678,1.483350633,2.01E-12,2.51E-12
chr19,43965295,43965545,peak_7029,100.5643626,-,43965295,43965545,0,1,250,0,LYPD3,253,1141,1.924542783,2.63E-31,5.33E-31
chr6,90346742,90347463,peak_7030,118.9087679,-,90346742,90347463,0,2,"330,20","0,701",LYRM2,218,1011,2.242961887,7.13E-37,1.60E-36
chr6,90346017,90346367,peak_7031,214.7931829,-,90346017,90346367,0,1,350,0,LYRM2,236,1506,2.682995028,6.51E-66,2.19E-65
chr6,90345067,90345917,peak_7032,186.1872431,-,90345067,90345917,0,1,850,0,LYRM2,109,1035,3.275331856,2.96E-57,8.95E-57
chr6,5109327,5109577,peak_7033,108.016751,-,5109327,5109577,0,1,250,0,LYRM4,215,1038,2.156368858,1.44E-33,3.05E-33
chr5,130522785,130535481,peak_7034,50.98362992,+,130522785,130535481,0,2,"17,258","0,12438",LYRM7,74,352,2.353977076,3.18E-16,4.49E-16
chr1,151138091,151138341,peak_7035,65.53901099,-,151138091,151138341,0,1,250,0,LYSMD1,142,682,2.008923243,1.16E-20,1.87E-20
chr1,151134488,151137691,peak_7036,66.58889846,-,151134488,151137691,0,2,"88,137","0,3066",LYSMD1,212,845,1.745801281,5.57E-21,9.01E-21
chr1,151133123,151134263,peak_7037,105.8566309,-,151133123,151134263,0,2,"373,52","0,1088",LYSMD1,146,875,2.394652853,6.52E-33,1.36E-32
chr15,52017050,52017300,peak_7038,62.18659046,-,52017050,52017300,0,1,250,0,LYSMD2,169,681,1.912461867,1.22E-19,1.91E-19
chr5,89814544,89820894,peak_7039,492.8474938,-,89814544,89820894,0,2,"757,43","0,6307",LYSMD3,362,3031,3.116883963,5.89E-150,4.35E-149
chr15,100269661,100269886,peak_7040,58.63161205,-,100269661,100269886,0,1,225,0,LYSMD4,37,353,3.079850929,1.48E-18,2.24E-18
chr15,100269586,100269636,peak_7041,26.12004608,-,100269586,100269636,0,1,50,0,LYSMD4,16,146,2.954746915,1.29E-08,1.37E-08
chr15,100269011,100269486,peak_7042,110.4472308,-,100269011,100269486,0,1,475,0,LYSMD4,60,678,3.287164588,2.64E-34,5.65E-34
chr15,100268261,100268361,peak_7043,32.26503426,-,100268261,100268361,0,1,100,0,LYSMD4,17,186,3.087892914,1.68E-10,1.94E-10
chr1,235973316,235973566,peak_7044,43.62709054,-,235973316,235973566,0,1,250,0,LYST,18,222,3.538089295,5.58E-14,7.36E-14
chr1,235972091,235972316,peak_7045,46.68443675,-,235972091,235972316,0,1,225,0,LYST,19,232,3.532330665,6.52E-15,8.84E-15
chr1,235922626,235922876,peak_7046,44.95224365,-,235922626,235922876,0,1,250,0,LYST,16,223,3.625217664,2.20E-14,2.94E-14
chr1,9990275,9990325,peak_7047,22.2583307,-,9990275,9990325,0,1,50,0,LZIC,9,104,3.309669043,1.96E-07,1.99E-07
chr22,21351611,21352261,peak_7048,191.3508502,+,21351611,21352261,0,1,650,0,LZTR1,247,1877,2.422748243,8.11E-59,2.50E-58
chr10,102763360,102763610,peak_7049,49.57297259,+,102763360,102763610,0,1,250,0,LZTS2,181,801,1.588125738,8.55E-16,1.19E-15
chr10,102766445,102766595,peak_7050,39.52786088,+,102766445,102766595,0,1,150,0,LZTS2,198,761,1.390269751,9.98E-13,1.26E-12
chr10,102766920,102767270,peak_7051,121.6674627,+,102766920,102767270,0,1,350,0,LZTS2,269,1511,1.97829011,1.04E-37,2.37E-37
chr10,102767470,102767520,peak_7052,27.345296,+,102767470,102767520,0,1,50,0,LZTS2,24,158,2.647261462,5.44E-09,5.86E-09
chr12,9092981,9093356,peak_7053,202.1126575,-,9092981,9093356,0,1,375,0,M6PR,271,1576,2.505558752,4.45E-62,1.44E-61
chr1,116677582,116677632,peak_7054,60.38053173,+,116677582,116677632,0,1,50,0,MAB21L3,469,1029,1.306569039,4.34E-19,6.66E-19
chr1,39851234,39851559,peak_7055,74.50528944,+,39851234,39851559,0,1,325,0,MACF1,130,665,2.192195459,2.18E-23,3.73E-23
chr1,39853041,39853216,peak_7056,44.68625012,+,39853041,39853216,0,1,175,0,MACF1,41,293,2.707731562,2.65E-14,3.53E-14
chr1,39853916,39854291,peak_7057,118.1158826,+,39853916,39854291,0,1,375,0,MACF1,145,904,2.516761663,1.24E-36,2.78E-36
chr6,43603576,43608684,peak_7058,Inf,+,43603576,43608684,0,3,"82,266,927","0,541,4181",MAD2L1BP,426,6108,3.704478832,0,0
chr11,47296314,47296689,peak_7059,86.53917011,+,47296314,47296689,0,1,375,0,MADD,241,1137,1.830593168,4.78E-27,8.89E-27
chr11,47351020,47351095,peak_7060,26.12545905,+,47351020,47351095,0,1,75,0,MADD,67,297,1.763116259,1.29E-08,1.37E-08
chr4,1333036,1333925,peak_7061,1012.568464,+,1333036,1333925,0,1,889,0,MAEA,630,6329,3.217260527,7.92E-307,1.54E-305
chr8,145162115,145162415,peak_7062,171.5875251,+,145162115,145162415,0,1,300,0,MAF1,785,3320,1.552009948,7.76E-53,2.22E-52
chr17,79887509,79887634,peak_7063,26.54913588,+,79887509,79887634,0,1,125,0,MAFG-AS1,16,178,2.841272145,9.55E-09,1.02E-08
chr7,1579979,1580404,peak_7064,531.3209933,+,1579979,1580404,0,1,425,0,MAFK,610,5182,2.553113939,1.42E-161,1.14E-160
chr7,1581729,1581979,peak_7065,85.04898054,+,1581729,1581979,0,1,250,0,MAFK,338,1199,1.632513269,1.36E-26,2.50E-26
chrX,152483071,152486107,peak_7066,102.1706283,-,152483071,152486107,0,3,"4,73,73","0,79,2963",MAGEA1,409,1666,1.601501808,8.56E-32,1.75E-31
chrX,152482796,152482896,peak_7067,111.4982665,-,152482796,152482896,0,1,100,0,MAGEA1,594,2312,1.45195948,1.26E-34,2.73E-34
chrX,152482421,152482746,peak_7068,344.7609931,-,152482421,152482746,0,1,325,0,MAGEA1,1020,4166,1.865949121,3.24E-105,1.65E-104
chrX,151869602,151870002,peak_7069,161.5539007,+,151869602,151870002,0,1,400,0,MAGEA6,200,1337,2.517348114,8.48E-50,2.33E-49
chrX,30237119,30237394,peak_7070,101.4623874,+,30237119,30237394,0,1,275,0,MAGEB2,270,1089,1.9146826,1.41E-31,2.86E-31
chrX,54837388,54837463,peak_7071,117.6649187,+,54837388,54837463,0,1,75,0,MAGED2,694,2580,1.382639377,1.70E-36,3.80E-36
chr3,184428629,184429454,peak_7072,649.230197,-,184428629,184429454,0,1,825,0,MAGEF1,664,5478,2.717268083,3.56E-197,3.65E-196
chr3,184428379,184428479,peak_7073,47.23143135,-,184428379,184428479,0,1,100,0,MAGEF1,201,574,1.607724344,4.43E-15,6.05E-15
chr3,66024366,66024466,peak_7074,27.22641408,-,66024366,66024466,0,1,100,0,MAGI1,56,312,1.919557826,5.92E-09,6.37E-09
chr3,65415319,65415744,peak_7075,139.0161209,-,65415319,65415744,0,1,425,0,MAGI1,92,851,3.10380744,5.70E-43,1.42E-42
chr1,114165600,114184966,peak_7076,332.9343264,+,114165600,114184966,0,2,"16,434","0,18932",MAGI3,126,1788,3.748149146,1.21E-101,5.98E-101
chr1,114225674,114226024,peak_7077,104.6449253,+,114225674,114226024,0,1,350,0,MAGI3,111,729,2.657147879,1.52E-32,3.15E-32
chr1,114226374,114226949,peak_7078,171.5012124,+,114226374,114226949,0,1,575,0,MAGI3,223,1286,2.500606386,8.24E-53,2.36E-52
chr1,53704076,53704126,peak_7079,47.03792443,-,53704076,53704126,0,1,50,0,MAGOH,209,727,1.52323416,5.08E-15,6.92E-15
chr8,33356079,33356304,peak_7080,82.72520857,+,33356079,33356304,0,1,225,0,MAK16,250,924,1.847355506,6.89E-26,1.25E-25
chr11,65267582,65267957,peak_7081,Inf,+,65267582,65267957,0,1,375,0,MALAT1,35220,126322,1.85492227,0,0
chr11,65268007,65268057,peak_7082,Inf,+,65268007,65268057,0,1,50,0,MALAT1,21119,62045,1.431056969,0,0
chr7,23339214,23347544,peak_7083,250.0668955,+,23339214,23347544,0,3,"13,179,58","0,1243,8272",MALSU1,922,3298,1.74854146,1.38E-76,5.28E-76
chr18,56414716,56415066,peak_7084,148.2196397,+,56414716,56415066,0,1,350,0,MALT1,281,1312,2.205709867,9.31E-46,2.41E-45
chr5,179160425,179193148,peak_7085,749.5860531,+,179160425,179193148,0,2,"3,822","0,31901",MAML1,702,6380,2.744401487,1.78E-227,2.25E-226
chr5,179193273,179195906,peak_7086,699.7237505,+,179193273,179195906,0,2,"469,56","0,2577",MAML1,778,6270,2.588273324,2.02E-212,2.30E-211
chr5,179198163,179201464,peak_7087,640.852825,+,179198163,179201464,0,2,"81,569","0,2732",MAML1,1010,6664,2.28812633,1.21E-194,1.21E-193
chr5,179201614,179201964,peak_7088,97.19672625,+,179201614,179201964,0,1,350,0,MAML1,130,929,2.355206353,2.77E-30,5.51E-30
chr5,179203364,179203514,peak_7089,40.28325476,+,179203364,179203514,0,1,150,0,MAML1,78,363,2.075415436,5.86E-13,7.47E-13
chr11,96076016,96076091,peak_7090,26.72914226,-,96076016,96076091,0,1,75,0,MAML2,8,124,3.680463272,8.40E-09,8.99E-09
chr11,96074841,96074941,peak_7091,24.54838337,-,96074841,96074941,0,1,100,0,MAML2,14,167,2.883168202,3.92E-08,4.08E-08
chr11,95826151,95826551,peak_7092,74.11670007,-,95826151,95826551,0,1,400,0,MAML2,24,380,3.839910377,2.86E-23,4.88E-23
chr11,95712664,95712789,peak_7093,30.73318195,-,95712664,95712789,0,1,125,0,MAML2,11,150,3.52127885,4.95E-10,5.60E-10
chr11,95712164,95712339,peak_7094,39.56237722,-,95712164,95712339,0,1,175,0,MAML2,11,188,3.896240805,9.73E-13,1.23E-12
chr4,141074795,141075233,peak_7095,315.5809776,-,141074795,141075233,0,1,438,0,MAML3,92,1694,4.078855055,2.13E-96,1.00E-95
chr4,140811753,141074095,peak_7096,145.7687956,-,140811753,141074095,0,2,"368,82","0,262260",MAML3,299,1457,2.13049534,5.15E-45,1.32E-44
chr4,140811678,140811728,peak_7097,42.73608641,-,140811678,140811728,0,1,50,0,MAML3,159,543,1.685174874,1.04E-13,1.37E-13
chr4,140810691,140811016,peak_7098,397.5454466,-,140810691,140811016,0,1,325,0,MAML3,649,3515,2.334311555,3.64E-121,2.12E-120
chr4,140640745,140641470,peak_7099,457.2841408,-,140640745,140641470,0,1,725,0,MAML3,552,4249,2.502059948,3.29E-139,2.21E-138
chr4,140638695,140640695,peak_7100,833.9898318,-,140638695,140640695,0,1,2000,0,MAML3,609,5947,3.015329687,6.01E-253,8.79E-252
chrX,149631106,149638460,peak_7101,137.0764082,+,149631106,149638460,0,2,"6,444","0,6910",MAMLD1,124,987,2.876254717,2.21E-42,5.44E-42
chrX,149638760,149638910,peak_7102,30.09025832,+,149638760,149638910,0,1,150,0,MAMLD1,86,412,1.694696473,7.79E-10,8.75E-10
chrX,149639410,149639560,peak_7103,36.26862248,+,149639410,149639560,0,1,150,0,MAMLD1,134,558,1.615369914,9.93E-12,1.21E-11
chr19,49216604,49216804,peak_7104,43.56091911,-,49216604,49216804,0,1,200,0,MAMSTR,12,268,3.833060512,5.85E-14,7.71E-14
chr19,49216479,49216579,peak_7105,26.42977834,-,49216479,49216579,0,1,100,0,MAMSTR,10,157,3.33386288,1.04E-08,1.11E-08
chr1,117910459,117944859,peak_7106,322.1441017,+,117910459,117944859,0,2,"648,52","0,34348",MAN1A2,446,2673,2.508520674,2.22E-98,1.06E-97
